1175000	747	633
1180000	749	632
1185000	749	633
1190000	747	635
1195000	749	638
1200000	750	642
1205000	748	639
1210000	750	640
1215000	749	641
1220000	751	641
1225000	749	641
1230000	750	641
1235000	750	641
1240000	750	638
1245000	750	637
1250000	752	635
1255000	751	635
1260000	751	640
1265000	752	644
1270000	752	641
1275000	752	636
1280000	751	636
1285000	751	643
1290000	751	636
1295000	753	638
1300000	753	642
1305000	752	634
1310000	754	643
1315000	752	640
1320000	753	636
1325000	754	638
1330000	752	640
1335000	754	645
1340000	754	643
1345000	754	642
1350000	756	644
1355000	755	643
1360000	754	637
1365000	755	640
1370000	756	646
1375000	755	638
1380000	754	638
1385000	755	645
1390000	754	641
1395000	754	636
1400000	756	640
1405000	755	644
1410000	757	640
1415000	756	638
1420000	757	646
1425000	757	637
1430000	759	645
1435000	757	639
1440000	760	643
1445000	759	642
1450000	759	642
1455000	759	643
1460000	759	642
1465000	759	644
1470000	760	640
1475000	759	647
1480000	760	639
1485000	759	646
1490000	760	642
1495000	760	640
1500000	761	648
1505000	760	644
1510000	762	539
1515000	762	647
1520000	762	648
1525000	761	644
1530000	761	639
1535000	761	640
1540000	763	641
1545000	763	644
1550000	762	647
1555000	763	650
1560000	762	645
1565000	762	641
1570000	762	643
1575000	765	649
1580000	764	649
1585000	762	642
1590000	763	642
1595000	764	648
1600000	763	648
1605000	763	642
1610000	763	642
1615000	766	651
1620000	765	643
1625000	764	649
1630000	764	643
1635000	766	649
1640000	764	644
1645000	765	649
1650000	766	643
1655000	766	651
1660000	765	644
1665000	766	648
1670000	765	647
1675000	766	645
1680000	765	650
1685000	765	644
1690000	767	648
1695000	767	649
1700000	766	644
1705000	767	651
1710000	768	644
1715000	768	649
1720000	768	653
1725000	768	646
1730000	769	644
1735000	768	653
1740000	768	650
1745000	766	643
1750000	767	650
1755000	754	649
1760000	766	648
1765000	768	643
1770000	767	644
1775000	767	652
1780000	767	642
1785000	765	651
1790000	766	646
1795000	765	643
1800000	766	651
1805000	766	650
1810000	765	644
1815000	766	643
1820000	763	641
1825000	765	642
1830000	765	645
1835000	764	649
1840000	763	649
1845000	763	650
1850000	763	647
1855000	762	643
1860000	762	641
1865000	762	645
1870000	762	649
1875000	762	649
1880000	760	644
1885000	760	640
1890000	762	647
1895000	760	648
1900000	760	640
1905000	760	648
1910000	759	640
1915000	759	649
1920000	758	640
1925000	758	640
1930000	759	647
1935000	760	648
1940000	758	649
1945000	758	645
1950000	758	639
1955000	758	645
1960000	758	643
1965000	757	640
1970000	759	648
1975000	757	644
1980000	757	639
1985000	757	638
1990000	757	638
1995000	757	641
2000000	757	646
2005000	757	645
2010000	756	640
2015000	756	638
2020000	757	638
2025000	756	640
2030000	757	646
2035000	758	647
2040000	758	647
2045000	758	647
2050000	758	646
2055000	758	643
2060000	757	641
2065000	758	639
2070000	757	638
2075000	757	638
2080000	757	638
2085000	757	639
2090000	757	647
2095000	759	645
2100000	756	639
2105000	758	644
2110000	756	643
2115000	762	644
2120000	757	646
2125000	757	638
2130000	757	643
2135000	763	651
2140000	765	652
2145000	765	649
2150000	767	648
2155000	759	642
2160000	762	645
2165000	766	653
2170000	764	622
2175000	768	646
2180000	758	639
2185000	759	648
2190000	761	644
2195000	759	641
2200000	764	652
2205000	766	647
2210000	770	647
2215000	770	655
2220000	769	653
2225000	769	648
2230000	771	646
2235000	771	647
2240000	773	653
2245000	773	655
2250000	771	657
2255000	774	657
2260000	774	656
2265000	772	650
2270000	772	650
2275000	773	655
2280000	773	655
2285000	774	648
2290000	775	656
2295000	775	654
2300000	773	651
2305000	775	657
2310000	774	648
2315000	777	658
2320000	776	654
2325000	776	650
2330000	775	649
2335000	775	652
2340000	775	654
2345000	777	656
2350000	777	654
2355000	776	655
2360000	776	656
2365000	775	653
2370000	776	650
2375000	778	651
2380000	776	652
2385000	780	654
2390000	778	653
2395000	779	653
2400000	777	651
2405000	778	649
2410000	780	659
2415000	781	656
2420000	778	649
2425000	778	656
2430000	779	652
2435000	779	650
2440000	778	656
2445000	780	652
2450000	779	651
2455000	779	657
2460000	780	650
2465000	779	655
2470000	778	650
2475000	780	658
2480000	778	654
2485000	780	659
2490000	780	653
2495000	781	661
2500000	779	653
2505000	780	658
2510000	779	654
2515000	780	657
2520000	781	657
2525000	779	653
2530000	780	660
2535000	781	653
2540000	781	660
2545000	782	654
2550000	782	662
2555000	781	652
2560000	781	661
2565000	781	652
2570000	781	659
2575000	783	658
2580000	780	653
2585000	781	661
2590000	783	654
2595000	782	660
2600000	782	654
2605000	782	659
2610000	781	654
2615000	784	660
2620000	781	656
2625000	782	654
2630000	783	662
2635000	782	654
2640000	784	663
2645000	783	653
2650000	782	662
2655000	783	653
2660000	783	661
2665000	784	659
2670000	784	653
2675000	783	660
2680000	783	661
2685000	784	652
2690000	785	663
2695000	784	655
2700000	784	662
2705000	784	654
2710000	786	663
2715000	784	656
2720000	783	656
2725000	785	664
2730000	785	658
2735000	785	655
2740000	786	664
2745000	784	658
2750000	787	656
2755000	786	663
2760000	784	661
2765000	784	655
2770000	785	657
2775000	786	665
2780000	783	656
2785000	783	653
2790000	782	659
2795000	783	662
2800000	783	653
2805000	781	655
2810000	783	662
2815000	781	653
2820000	780	653
2825000	780	660
2830000	779	651
2835000	778	654
2840000	778	659
2845000	777	649
2850000	779	660
2855000	779	651
2860000	780	658
2865000	778	651
2870000	777	655
2875000	776	657
2880000	776	649
2885000	775	655
2890000	776	657
2895000	775	650
2900000	775	650
2905000	776	659
2910000	775	653
2915000	774	649
2920000	776	652
2925000	763	656
2930000	776	657
2935000	776	652
2940000	782	652
2945000	782	653
2950000	782	658
2955000	780	659
2960000	781	660
2965000	779	658
2970000	779	658
2975000	778	653
2980000	778	650
2985000	777	652
2990000	776	658
2995000	778	657
3000000	776	650
3005000	779	653
3010000	781	661
3015000	783	657
3020000	781	651
3025000	782	656
3030000	782	655
3035000	780	655
3040000	780	651
3045000	782	660
3050000	781	661
3055000	780	652
3060000	781	656
3065000	780	660
3070000	781	652
3075000	781	658
3080000	779	658
3085000	779	650
3090000	780	657
3095000	781	660
3100000	782	653
3105000	783	654
3110000	781	661
3115000	782	657
3120000	785	654
3125000	786	660
3130000	787	663
3135000	785	654
3140000	786	659
3145000	786	663
3150000	785	654
3155000	785	659
3160000	784	660
3165000	786	655
3170000	786	662
3175000	787	658
3180000	786	656
3185000	785	663
3190000	787	655
3195000	787	662
3200000	786	656
3205000	788	661
3210000	788	658
3215000	787	662
3220000	788	656
3225000	788	665
3230000	787	659
3235000	788	656
3240000	790	665
3245000	788	662
3250000	786	653
3255000	788	657
3260000	789	663
3265000	786	660
3270000	785	657
3275000	786	655
3280000	786	663
3285000	786	654
3290000	788	664
3295000	789	664
3300000	789	658
3305000	787	655
3310000	788	663
3315000	785	659
3320000	783	660
3325000	782	652
3330000	782	660
3335000	781	658
3340000	782	652
3345000	781	657
3350000	782	661
3355000	782	653
3360000	783	662
3365000	780	657
3370000	786	654
3375000	786	662
3380000	784	663
3385000	786	660
3390000	785	654
3395000	785	662
3400000	787	658
3405000	788	662
3410000	786	658
3415000	787	665
3420000	785	656
3425000	788	664
3430000	787	655
3435000	788	664
3440000	789	666
3445000	788	664
3450000	790	658
3455000	790	656
3460000	790	660
3465000	789	664
3470000	789	667
3475000	790	664
3480000	789	657
3485000	790	659
3490000	789	661
3495000	791	667
3500000	790	666
3505000	789	660
3510000	789	658
3515000	788	657
3520000	789	661
3525000	780	661
3530000	781	661
3535000	779	656
3540000	778	650
3545000	778	655
3550000	778	660
3555000	778	650
3560000	777	657
3565000	782	657
3570000	783	657
3575000	785	663
3580000	786	658
3585000	787	659
3590000	787	666
3595000	788	661
3600000	788	657
3605000	787	660
3610000	788	665
3615000	787	655
3620000	790	664
3625000	789	660
3630000	789	663
3635000	788	662
3640000	788	655
3645000	791	661
3650000	791	667
3655000	790	666
3660000	789	663
3665000	791	662
3670000	789	664
3675000	791	667
3680000	784	663
3685000	784	657
3690000	783	655
3695000	783	662
3700000	782	659
3705000	783	654
3710000	783	654
3715000	780	652
3720000	780	652
3725000	782	652
3730000	781	652
3735000	783	654
3740000	780	653
3745000	786	659
3750000	783	661
3755000	787	658
3760000	786	654
3765000	785	657
3770000	783	663
3775000	786	658
3780000	785	658
3785000	786	664
3790000	782	653
3795000	783	659
3800000	782	662
3805000	782	658
3810000	781	655
3815000	781	653
3820000	781	655
3825000	786	661
3830000	790	666
3835000	789	666
3840000	791	665
3845000	790	659
3850000	787	654
3855000	785	661
3860000	791	667
3865000	792	666
3870000	790	662
3875000	791	658
3880000	789	658
3885000	790	663
3890000	790	667
3895000	790	666
3900000	792	662
3905000	790	657
3910000	790	662
3915000	792	668
3920000	793	667
3925000	790	658
3930000	791	657
3935000	790	661
3940000	791	666
3945000	790	666
3950000	790	667
3955000	790	667
3960000	788	664
3965000	788	660
3970000	788	656
3975000	786	661
3980000	788	665
3985000	786	658
3990000	785	655
3995000	784	659
4000000	781	655
4005000	780	653
4010000	780	661
4015000	780	656
4020000	781	650
4025000	779	653
4030000	781	660
4035000	780	660
4040000	779	657
4045000	779	657
4050000	779	657
4055000	779	658
4060000	779	660
4065000	780	657
4070000	778	651
4075000	777	650
4080000	778	653
4085000	778	659
4090000	778	655
4095000	778	650
4100000	778	659
4105000	780	651
4110000	780	656
4115000	781	657
4120000	780	671
4125000	777	647
4130000	779	642
4135000	847	704
4140000	777	648
4145000	770	655
4150000	771	651
4155000	772	652
4160000	777	654
4165000	773	653
4170000	773	654
4175000	774	653
4180000	774	654
4185000	774	653
4190000	775	653
4195000	774	653
4200000	774	653
4205000	774	653
4210000	774	653
4215000	775	653
4220000	775	656
4225000	775	654
4230000	775	654
4235000	775	654
4240000	775	653
4245000	775	653
4250000	775	653
4255000	775	654
4260000	775	654
4265000	775	654
4270000	777	655
4275000	589	531
4280000	439	447
4285000	329	384
4290000	300	372
4295000	307	367
4300000	341	389
4305000	466	462
4310000	686	604
4315000	603	561
4320000	361	408
4325000	408	431
4330000	307	372
4335000	423	438
4340000	345	396
4345000	762	571
4350000	787	658
4355000	786	661
4360000	791	663
4365000	789	661
4370000	786	662
4375000	790	664
4380000	789	664
5000	786	681
10000	787	662
15000	788	662
20000	791	664
25000	789	666
30000	789	666
35000	786	666
40000	787	668
45000	786	669
50000	787	670
55000	787	668
60000	788	666
65000	786	661
70000	789	663
75000	793	668
80000	793	671
85000	795	674
90000	790	669
95000	791	668
100000	791	665
105000	792	665
110000	790	663
115000	791	663
120000	793	665
125000	793	664
130000	794	665
135000	796	667
140000	796	666
145000	794	665
150000	794	665
155000	794	665
160000	794	665
165000	796	666
170000	796	666
175000	795	665
180000	793	665
185000	795	665
190000	794	667
195000	793	667
200000	795	669
205000	793	667
210000	796	667
215000	793	668
220000	795	667
225000	795	667
230000	796	667
235000	795	666
240000	797	666
245000	796	666
250000	796	665
255000	798	669
260000	799	670
265000	798	672
270000	798	673
275000	796	673
280000	799	675
285000	799	675
290000	800	677
295000	799	675
300000	799	676
305000	798	676
310000	799	675
315000	799	675
320000	798	675
325000	801	676
330000	798	676
335000	800	676
340000	800	677
345000	800	676
350000	800	676
355000	801	676
360000	800	677
365000	799	676
370000	800	676
375000	801	675
380000	799	672
385000	800	672
390000	801	670
395000	801	669
400000	801	669
405000	799	668
410000	802	673
415000	800	675
420000	799	675
425000	801	676
430000	801	676
435000	801	674
440000	800	671
445000	801	670
450000	801	668
455000	801	670
460000	801	669
465000	803	671
470000	803	673
475000	802	674
480000	803	676
485000	803	677
490000	802	676
495000	803	677
500000	802	676
505000	803	675
